text,true_label,predicted_label
chúc mừng em nhé tab 1 are,neutral,neutral
gần tết đăng bài,neutral,neutral
để anh đưa nhi ăn nha,neutral,neutral
bài nài mang tik tok,neutral,neutral
oh my god đam kiàa mọi ng,neutral,neutral
you mê bài rồi huhu,praise,neutral
mùi đam kìa,neutral,neutral
mệt khoan hả đau họng khoan hả ho khan khoan hả đợi hết bệnh rồi,neutral,neutral
biết cảnh quay không nhỉ,neutral,neutral
nhật bản 024 1612202 ngày cuối năm thật bận rộn mình cuốn guồng quay công bên mình sợ hãi nghĩ nhà gđ mình không tay mình thấy xấu hổ trở nhà cô đơn mệt mỏi chênh vênh mình tuổi 23 thật sự đơn độc cứ mải chạy tiền tài danh vọng mình quên bản thân nơi để dựa để trở mình nghĩ bố mẹ trách mình mình trở nhà hai bàn tay trắng nghe bài hát đen mình khóc nấc như đứa trẻ mình nhận bố mẹ luôn mong chờ mình chở xã hội ngoài khiến cô gái yếu đuối như mình trở gai góc không mình nhà nhà để phép mình ngây thơ,criticism,neutral
em nghĩ đức phúc bài hát đời học sinh bằng beat ạ,neutral,neutral
roi,neutral,neutral
261202 3 ngày nữa em nhà năm nay vốn dĩ dự định không ăn tết sau tết mới cuối bok vé 27 tết để đón tết gia đình năm năm ngoái bài hát hai anh đồng hành em chuyến bay tsn năm nay bật,neutral,neutral
đưa nhau trốn linh cáo nhà justate,neutral,neutral
êm,neutral,neutral
ủng hộ jack đừng quên phúc mình nhe,neutral,neutral
sky lol gi đông vl,neutral,neutral
đúng anh ơi mai valentine luôn rồi,neutral,neutral
song reali touch heart place come back motiv move forward,neutral,neutral
thêm 1 đoạn phát triển sau điệp khúc lần 2 chắc phê hơn nữa như vầy bá cháy luôn rồi,praise,neutral
chú đen ơi nghe chục lần rồi nghe gần thuộc rồi thích nhất câu hạnh phúc nhà cô đơn nhà thành công nhà thất bại nhà mệt nhà mông lung nhà chênh vênh nhà không nhà bin 7 tuổi ạ,praise,neutral
nghe bài đp xong thấy yêu ck yêu gđ yêu đời hơn,praise,neutral
nghe nổi da gà xem vdeo mún tết cảm giác lưng lưng,neutral,neutral
biết hết tất người phúc biết phúc chịu lời nói chê bai bề ngoại hình em fan anh,neutral,neutral
1 triệu like,neutral,neutral
đổi tên thành low cortisol luôn are,neutral,neutral
like nhạc cực kì,neutral,neutral
nhanh thật 2 năm rồi vật đổi dời nhà luôn nhà,praise,neutral
lịch học bù cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời,neutral,neutral
cảm giác nghe bài hát nhớ tết cảm xúc ùa,neutral,neutral
vãi chưỡng đổi tên thành low cortisol thiệt luôn hả,neutral,neutral
đề thi trường luôn rồi anh đen ơi,neutral,neutral
top 1,neutral,neutral
hôm nay sinh nhật bài chúc mừng sinh nhật,neutral,neutral
đoạn tiếng anh,neutral,neutral
yeah top 3 cố gắng top 1,neutral,neutral
cá nhân lần đầu nghe thấy giọng cô lạ rồi cô ạ thích giọng cô hihi chú rap a cô chú song kiếm hợp bích ạ chúc sp cô thành công sản phẩm mới tốt tốt tốt hơn nữa ạ,praise,neutral
sắp tết rồi,neutral,neutral
lol acknowledg meme,neutral,neutral
love you den vau không,neutral,neutral
thật sự,neutral,neutral
317 đam mỹ xuất hiện,neutral,neutral
722021 26122020 âl 26 tết ngồi nghe không dịch mong giờ tuần sau 10 like,neutral,neutral
im tiktok,neutral,neutral
sản phẩm âm nhạc cuối năm nhà nhất chúc nhà năm mới tràn đầy ý nghĩa cuộc sống,neutral,neutral
hãy tự nhận xét sừng mình tao be like 112,neutral,neutral
nội dung mv tình yêu thật dung dị lời bài hát tuyệt vời cảm thấy yêu đời lạ,praise,neutral
listen song ai đưa em về vietnames countri,neutral,neutral
biết đp the voice mv mới đk,neutral,neutral
xứng đáng top 1 trend,neutral,neutral
thiss great song,praise,neutral
sun sun top 1 lai p,neutral,neutral
luôn ủng hộ e phúc hihi,neutral,neutral
nhẹ nhàng ấm áp xúc động,neutral,neutral
rare trend tiktok sound banger ful song,praise,neutral
xem xong mv khóc,neutral,neutral
453 gương mặt tấu hài,neutral,neutral
sky ủng hộ,neutral,neutral
đưa em 3 ngã 5 5 ngã 3 nhà,neutral,neutral
không thấy trấn thành hari nhỉ,neutral,neutral
cung bậc cao hơn tình yêu chính tình thương tình yêu nghiêng phía hưởng thụ tình thương nghiêng phía trách nhiệm trích bài viết tình yêu nằm tác phẩm hiểu trái tim thiền sư thích minh niệm,praise,neutral
chỉ anh đôi khó nói lời,neutral,neutral
năm mới2010 năm cũ209,neutral,neutral
tachyon dấu yêu,praise,neutral
nghe không ạ,neutral,neutral
buổi trưa tăng hơn trăm nghìn v i e w,neutral,neutral
chỉ chết mới mạnh hơn yêu học sinh sắp học trở rồi tranh thủ cày thui,praise,neutral
mình xa nhà 3 năm bố đưa không bố nữa mình chỉ nhìn cầu mong gia đình bình an nghe bài anh đen thật không kìm nước mắt,neutral,neutral
xem,neutral,neutral
bài hát siêu ý nghĩa đức phúc gia đình mình ngại nói lời yêu thương tất tình why đều thể hiện bằng hđ chỉ a đôi khó nói lời tình why a luôn thầm lặng không nghĩa không rộng lớn nghe mấy đoạn thấy ấp áp luôn,praise,neutral
come instagram t fire,praise,neutral
tết xa quê biết kiếm nơi nẻo đường đất khách muôn trùng nhỏ hẹp quê nhà 1 góc nhớ mênh mang japan 2412021,neutral,neutral
bây giờ mới biết bài hôm nay mình dành 3 tiếng để nghe liên tục ghiền,praise,neutral
truc mừng người 3 tr sub,neutral,neutral
mới,neutral,neutral
low cartisol,neutral,neutral
valentine mặc dù chưa ny bài hát mv đức phúc thật sự mình cảm thấy ấm áp xóa hết cảm giác cô đơn valentine cảm ơn đức phúc bài hát mv ý nghĩa,neutral,neutral
mọi người hãy bật tốc độ x2 để trải nghiệm tốt nhất,praise,neutral
hơn yêu v,praise,neutral
trend đầu năm nay,neutral,neutral
xoài fam kìa,neutral,neutral
thiếu cặp đôi xìn ri,criticism,neutral
mong cậu cảm nhận tình cảm mình dành cậu,neutral,neutral
nghe cuốn luôn,neutral,neutral
xin chao,neutral,neutral
bro actuali chang name titl,neutral,neutral
19 điểm danh,neutral,neutral
thank nede lower cortisol,neutral,neutral
chúc mọi người ngày valentine hạnh phúc bên người mình thương nhé 3,praise,neutral
èo nhìn bọn gay rợn người vai,neutral,neutral
mv cưng đơn giản đầy ý nghĩa chúc mừng đức phúc thêm 1 thành công nữa nha không để icon sợ tuột thành phố,neutral,neutral
gng arti chang name,neutral,neutral
1 sản phẩm tràn ngập tình yêu,praise,neutral
cảm thấy lâng lâng cảm thấy buâng khuẩn nhớ tết đón giao thừa bên khay bánh mức,neutral,neutral
tuyệt vời,praise,neutral
xem ngày như toi không xem để lấy động lực niềm tin cuộc sônhs,neutral,neutral
2020 đam mỹ ngôi hèn phụ nữ chúng ế phải,neutral,neutral
quê e lâm đồng lấy ck xa nghe bài hát như viết mình,neutral,neutral
hơn lag,neutral,neutral
25 mùa valentine nửa t nhỉ tìm bới móc t muốn như mn,neutral,neutral
t rap hơn,neutral,neutral
ngu are mấy bố cứ bắn tiếng anh để khen s t hiểu,criticism,neutral
lao đời tìm chén cơm lao đời tìm cơ hội,neutral,neutral
thế vài thằng hết tiền làbán nhà,neutral,neutral
nhanh nghe học sinh lớp 1 giờ học xog đại học are cảm giác kỉ niệm nghe bài hát nguyên,praise,neutral
nghe không ạ,neutral,neutral
nhé,neutral,neutral
cảm ơn chú đen mang sản phẩm ý nghĩa bài nhạc chú thích,praise,neutral
mv ý nghĩa 3,neutral,neutral
tiki love,praise,neutral
năm nay tết thật tuyệt vời gđ chơi bên nội ngoại nữa nha,praise,neutral
10 triệu like,neutral,neutral
xem xong muốn rớt nước mắt luôn,neutral,neutral
đường nhà tim dẫu nắng mưa gần xa thất bát vang danh nhà luôn chờ đường nhà tim dẫu muôn trùng vật đổi dời nhà luôn nhà lao vào đời mà kiếm cơm lao vào đời tìm cơ hội những thành thị thường lấp lánh còn đêm thành thị thường trơ trọi như mọi đứa trẻ khác lớn lên muốn xa hoài nhà thì vẫn ở yên đó đợi những đứa ngoài bước ngoài mới biết không ở đâu bằng ở nhà biết có gì để mất trước sẵn sàng mở quà không phải là võ sĩ nhưng mà phải giỏi đấu đá nhiều kiệt sức chỉ vì gắng giữ mình không xấu xa đôi lúc bỗng thấy đồng cảm với mai an tiêm bước chân là sóng gió chỉ có nhà mãi an yên ngoài phức tạp như rễ má và dây mơ về nhà để có lúc phép mình được ngây thơ mang bao nao nức xe trọn niềm thao thức suốt đêm ngày dòng người phố mang sắc mai hương đào tìm nơi ấm êm đường nhà tim dẫu nắng mưa gần xa thất bát vang danh nhà luôn chờ đường nhà tim dẫu muôn trùng vật đổi dời nhà luôn nhà về ngôi nhà có góc vườn nhiều chó nhiều gà đám bạn nói khó chiều và lại thích gió trời hơn gió điều hoà về ăn cơm mẹ nấu về mặc áo mẹ may về đưa ba chợ mua cây đào cây mai về bày cả năm trời làm việc nhiều rã rời như cái máy về nhà thấy áp lực nhẹ như bấc thổi cái là bay ấm êm hơn bếp lửa ngọt bùi hơn lúa non nhà vẫn luôn ở đó mong chờ những đứa dẫu mưa nắng không bao giờ nề hà hạnh phúc chỉ đơn giản là còn được về nhà hạnh phúc về nhà cô đơn về nhà thành công về nhà thất bại về nhà mệt quá về nhà mông lung về nhà chênh vênh về nhà không có việc gì vậy thì về nhà không nhà nhà nhà đường nhà tim dẫu nắng mưa gần xa thất bát vang danh nhà luôn chờ đường nhà tim dẫu muôn trùng vật đổi dời nhà luôn nhà nhà thể lớn thể nhỏ thể không khang trang cha mẹ muốn sống đàng hoàng lớn người mong tương lai xán lạn cặm cụi đời không bao giờ thấy than van đường nhà tim dẫu nắng mưa gần xa thất bát vang danh nhà luôn chờ đường nhà tim dẫu muôn trùng vật đổi dời nhà luôn nhà,praise,neutral
nghe bài cảm thấy tết sắp háo hức,neutral,neutral
thôi sinh viên ơi hóng rồi,neutral,neutral
bài nghe,neutral,neutral
crush ny bn hãy tad tên ng bn iu nhất zô nhé,neutral,neutral
cortisol reduc lot,neutral,neutral
nhà êi,neutral,neutral
bài hát mà tui thấy làm về nhà nhất luôn ớ,neutral,neutral
mv cần drama mới trending top 1 đúng không chỉ cần hạnh phúc ấm áp như thế đủ tình yêu to lớn ngưỡng mộ gửi anh phúc,praise,neutral
chưa 1 ngày nữa hơn 3tr,neutral,neutral
anh bảy nghe bài hát anh đen,neutral,neutral
bài ghê,criticism,neutral
cuối năm quân rồi cố 10 tháng nữa thôi ăn cơm mẹ nấu rồi,neutral,neutral
felt cortisol lower,neutral,neutral
nhà luôn nhà,neutral,neutral
listen make low cortisol,neutral,neutral
justate giọng nghe thấy nghiện khiếp 3,neutral,neutral
thích mv,praise,neutral
anh ơi,neutral,neutral
se tinh,neutral,neutral
lâu lâu nè chị,neutral,neutral
xem yêu nước vô hạn luôn trời,praise,neutral
vietnames ben listen song continu covid19 pandem viral social platform make search memori go back,neutral,neutral
cưới vợ đầu năm 2017 thêm 2 tình yêu nhỏ chưa bao giờ hết yêu vợ cứ ngồi nhìn vợ thẫn thờ nhìn bả toàn bả mắng thôi cảm ơn vợ luôn bên anh dù cuộc sống khó khăncảm ơn em tất cảm ơn em cảm ơn bài hát đức phúc,praise,neutral
miền nam mấy đứa nghệ sĩ người tốt không phát triển chậm hơn ngta thôi,praise,neutral
nge nge tuyệt vời cảm giác xa quê hương,praise,neutral
81k like rồi kìa kinh khủng,neutral,neutral
xem xong clip chỉ muốn phóng ngay bố mẹ,neutral,neutral
low cortisol song,neutral,neutral
nhạc đen vâu giản dị đầy ý nghĩachúc em sức khoẻ để viết ca khúc,neutral,neutral
love whe old song get note,praise,neutral
nghe chung không nè xem like nè,neutral,neutral
hết tiền nhà,neutral,neutral
bài top 1 hợp lí nhất,neutral,neutral
giờ chỉ mong st chú đen top12 trending youtube 3,neutral,neutral
không gia đình cam cam nhờ,neutral,neutral
nhân văn,neutral,neutral
vũ thị khánh huyền đưa,neutral,neutral
bài ý nghĩa đối chúc đen thành công bài hơn nữa,neutral,neutral
lai cbị thêm tết nữa rồi haiz nháp thêm 1 năm nữa rồi,neutral,neutral
chuẩn thôi mọi người chuẩn nhà thôi,neutral,neutral
huhu mv thực sự,neutral,neutral
chú vể quê mình rồi chú,neutral,neutral
nghe yêu đời hẩng,praise,neutral
bài hát ý nghĩa rồi đại dịch vừa rồi đối người xa xứ nghe bài càng cảm thấy ý nghĩa hơn,neutral,neutral
thương a,praise,neutral
hơn yêu yu,praise,neutral
coi xúc động hic,neutral,neutral
bảo vệ không dô nhà,neutral,neutral
sắp tết 2024 rồi nghe bài anh nôn nhà,neutral,neutral
bếp lửa ngữ văn trúng không ôn rồi,neutral,neutral
tết không,neutral,neutral
chuẩn nhà thôi bạnchúc mọi người năm mới vui vẻ ăn tết hạnh phúc bên gia đình,praise,neutral
sáng mình mở bài để gọi dậy dù ngái ngủ cu cậu hát mấy câu đường nhà tim bla bala,neutral,neutral
bình thường bố t người lầy nói chuyện nghiêm túc t sau xem xong mv hỏi bố bố bố hơn yêu cứ tưởng ông phá cười không trả lời hóa ông không ngần ngại suy nghĩ trả lời luôn vợ bố người bao nhiêu yêu không thể tuyệt vời bằng,praise,neutral
meme cao hơn núi dài hơn sông,neutral,neutral
e xin in4 cặp a cát tường chị hồng hạnh ạ 3,neutral,neutral
chị ơi em hỏi nhá chị góp mặc video sài gòn đẹp wowy không chị nhìn chị quen,praise,neutral
thề v 3 chục tuổi đầu đứng ngoài chợ bốc vác giúp mẹ thôi ạ không hiểu chưa biết phải mua luôn á,neutral,neutral
chúc đọc cmt luôn gái dễ thương trai dễ mến đặc biệt năm nay kiếm ng iu luôn trẻ đẹp xinh gái luôn thành công mọi khỏe mạnh hạnh phúc bên gia đình ước mn ủng hộ mình 1 sub cảm ơn,praise,neutral
sắp nhà rồi,neutral,neutral
khoc luôn troi,neutral,neutral
mv bài hát hayrất ý nghĩa 2vc mình cách xa nhau nữa vòng trái đất nghe bài 2vc nhớ nhau khóc ước khoản cách 2vc sớm bên nhau cảm ơn đức phúc,neutral,neutral
2021 nghe như mk không,neutral,neutral
không hiểu lần nghe rơi nước mắt,neutral,neutral
nhớ nhà,neutral,neutral
9 rưỡi nhà nha,neutral,neutral
năm 2024 không sắp tết rồi 3 năm rồi nghe,neutral,neutral
tik tok đưa mình nghiện bài luôn rồi,praise,neutral
haynghèo giàu sang hèn thành công thất bại nhà bố mẹ luôn dang rộng vòng tay đoan honda không biết phải chi bao nhiêu mv quảng cáo winer nhể không tiền viết nhạc,neutral,neutral
thứ 2 cuối năm 2024 nghe không ạ 30122024,neutral,neutral
mv đáng lẽ phải thêm 1 cặp bách hợp,neutral,neutral
đúng lần cách ly covid19 mới cảm thấy câu hạnh phúc nhà cảm giác mình cẫn hạnh phúc nhìu,neutral,neutral
muốn nhà công nơi xa không thể nhà không nhớ nhà đường nhà tim dẫu nắng mưa gần xa đường nhà tim dẫu muôn trùng xa,neutral,neutral
nghe bài thấy hạnh phúc tình yêu đúng đẹp ngọt ngào,praise,neutral
lyrics em hỏi anh anh yêu em không anh không biết phải nói thế để đúng cảm xúc lòng anh nhìn em anh thấy cuộc đời anh khứ tương lai hiện tại không bao giờ phai prechorus tình yêu anh luôn thầm lặng không nghĩa không rộng lớn chỉ anh đôi khó nói lời mong em hãy cảm nhận thôi chorus cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao cảm giác anh bây giờ lẽ hơn yêu verse 2 anh nhớ lần đầu tiên gặp nhau chẳng biết trước lần lần cuối anh yêu người đời anh không mơ gặp yêu nữa giờ anh em rồi em hết quãng đường đời prechorus tình yêu anh luôn thầm lặng không nghĩa không rộng lớn chỉ anh đôi khó nói lời mong em hãy cảm nhận thôi chorus cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao cảm giác anh bây giờ lẽ hơn yêu cao hơn núi dài hơn sông rộng hơn đất xanh hơn trời anh yêu em anh yêu em thế thôi vượt ngọn gió vượt đại dương vượt áng mây thiên đường dẫu nói bao cảm giác anh bây giờ lẽ hơn yêu outro cảm giác anh bây giờ lẽ hơn yêu,praise,neutral
2025 xin chào nghe hong,neutral,neutral
1 bài hát thật ý nghĩa dìa dia,neutral,neutral
thanh niên rủ ngyêu đưa nhau trốn nay hết tiền nhà,neutral,neutral
cám ơn đen giúp chúng nói cảm xúc người quân nhân xa quê mong 1 tết ấm áp trọn vẹn bên gia đình thanks đen justate,neutral,neutral
gần tết are mn ơi,neutral,neutral
nàh tài trợ grab hân hạnh tài trợ dịch vụ,neutral,neutral
bữa mv tới giờ hầu như hôm mình nghe bữa nay tới nhà rồi ngồi nghe xúc động nữa 3,neutral,neutral
thực sự ý nghĩa xem xong không biết mắt mình ươn ướt tự bao giờ hy vọng sau thật lòng mình hết quãng đời,neutral,neutral
nhà luôn nhà,neutral,neutral
cày top 1 mọi người ơi tui không muốn cây xăng cao giá,neutral,neutral
quê thôi,neutral,neutral
bài nhìn mv chả muốn hát nhìn diễn viên chả hứng,neutral,neutral
nhạc đậm chất chil luôn mình nghe nghe bài lần rồi thích,praise,neutral
cảnh đà lạt đúng kon nhà,neutral,neutral
xin tên tay nghe video mọi người,neutral,neutral
xem video chỉ thấy tiếc giang hồ,neutral,neutral
đp hát chỉ tiếc mv tự nhiên quảng cáo tiki đầu video chối,neutral,neutral
fan đức phúc,neutral,neutral
chilax fr,neutral,neutral
quá nha nha,neutral,neutral
1 triệu like rồi zui xứng đáng,neutral,neutral
chỉ thấyhay phết,neutral,neutral
càng nghe ghiền,praise,neutral
tết hai năm rồi không mặc dù cuộc sống ổn định nước đêm nằm nhớ nhà nhà nơi mình vô tư ngây thơ nhà buổi sáng thức dậy chỉ suy nghĩ ăn chơi,neutral,neutral
nha,neutral,neutral
mong mọi thứ đúng kì vọng để tết vui vẻ 3,praise,neutral
tự dưng t nhớ tới phố hà nội năm 20182019 nhớ trời,neutral,neutral
kk nghe lần thứ n,neutral,neutral
nôn tết anh đen ơi,neutral,neutral
cortisol level decreas,neutral,neutral
mọi người xem nhớ để bác phúc 1 like nha mv ý nghĩa thế,neutral,neutral
sắp tết 202 rồi chúc mọi người vượt đại dịch để tết thật an lành,neutral,neutral
mp3 ạ,neutral,neutral
tiktok mới pít bài,neutral,neutral
origin sfm south korean agn tachyon japanes song vietnames tiktok chines low cortisol best sinospher colabor ever,neutral,neutral
tết cận kề nghe nhà chú hợp lý nhất 3,neutral,neutral
nge,neutral,neutral
xem súc động tuyệt vời,praise,neutral
cực thích giai điệu mv,praise,neutral
chị khóc nghe xem hình ảnh mv tuyệt vời e ah ý nghĩ lẵng đọng,praise,neutral
thật hạnh phúc ngưỡng mộ hôn nhân đổ vỡ liệu mình thể hạnh phúc lần thứ 2 không,neutral,neutral
fa mình dislike,neutral,neutral
lần đầu nghe bài người yêu mình hát nghe 3 mong sau chúng mình nhau hết cuộc đời,praise,neutral
tuyệt vời,praise,neutral
low cortisol song crazi,neutral,neutral
không thể nói ngoài 2 chữ tuyệt vời,praise,neutral
nghe xong muốn yêu,praise,neutral
mùa dịch nhớ nhà,neutral,neutral
không chị khơỉ my anh kevin kháh nhỉ,neutral,neutral
thằng lười yêu,praise,neutral
khóc luôn,neutral,neutral
năm đầu tết xa nhà,neutral,neutral
tôimới nhà nhàwho the f are you tôiayo wtf,neutral,neutral
vừa hát vừa khóc,neutral,neutral
cảm ơn anh ạ,neutral,neutral
slow t,neutral,neutral
hạnh phúc nhà,neutral,neutral
tuyệt vời,praise,neutral
hai đứa trai lấy nhau tưởng chỉ nước ngoài,neutral,neutral
take back back home hai phong,neutral,neutral
cortisol lower hapin overdos,neutral,neutral
ô khồng thấy sếp tùng nhà mìn nhỉ,neutral,neutral
tuổi xếp tùng,neutral,neutral
rồi mình 1 hapy ending,neutral,neutral
204509m nay 204674m tăng 165k so hqua 72k,neutral,neutral
nghe n lần rồi cảm xúc như lần đầu,neutral,neutral
vâu,neutral,neutral
aint way chang name corsitol,neutral,neutral
mv sau anh mời blackpink tham gia chung ạ,criticism,neutral
nhớ nha,neutral,neutral
đường đẹp nhất đường nhà,praise,neutral
t quay tết 202,neutral,neutral
xem đen nhớ winer x anh em ạ,neutral,neutral
thấy tên giống tên mẹ mk bấm vô nghe đăg kí kênh tên kênh giống tên mẹ mk,neutral,neutral
hết 1 năm nữa rồi năm 2021 đầy nỗi buồn thời gian nhanh thật,neutral,neutral
quên nam station kìa,neutral,neutral
nhà yên đợi đứa ngoài,neutral,neutral
thích nhạc đen vâu nge bài thấm,praise,neutral
nhen,neutral,neutral
gần valentine rồi fa điểm danh,neutral,neutral
bài lạ lạ nghe càng nghe càng phê,praise,neutral
tuyệt a phúc ơi,praise,neutral
goati would proud,neutral,neutral
hey babi il take home,neutral,neutral
năm mới mong đại dịch mau kết thúc,neutral,neutral
tình iu em dành ck tương lai cao hơn núi dài hơn sông giộng hơn đất xanh hơn trời em iu ck tương lai em iu ck tương lai thế thui ú ú ù ù you,neutral,neutral
chuẩn thôi,neutral,neutral
19 phú thọ chào ace nước nhé,neutral,neutral
thank you tồn tại,neutral,neutral
lần nghe không vài lần sau cảm nhận thấy bài cảm động sâu sắc giống không,neutral,neutral
mv cảm động,neutral,neutral
hel nawh titl chang,neutral,neutral
không tìm thấy zing nhỉ,neutral,neutral
xem đoạn cặp yêu xa gặp nhau rớt nước mắt á,praise,neutral
mệt mỏi nhà,neutral,neutral
yêu cha mẹ yêu gia đình cảm ơn đen justa nhé,praise,neutral
bài thiếu rồi ba rọi béo panda thái 4 năm,criticism,neutral
listen literali lower cortisol,neutral,neutral
bắt đầu fan phúc bài hát mong cmt hơn 20 likes,neutral,neutral
zing không bào nh,neutral,neutral
mới chớp mắt mấy sắp hết năm rồi hic mong dịch bệnh nhanh chóng hếc mọi người trở nhà nhanh thật đấy,praise,neutral
hòa minzy lầy haha,neutral,neutral
nghe hồi cuối cấp 3 5 năm sau viral khắp đna quay xem ngta nói,neutral,neutral
views tăng wá,neutral,neutral
tết muốn ngặt nổi đồng tiền cứ ám cuộc sống tanghe bài khiến đồng cảm cảm ơn đen,neutral,neutral
bao giờ mới bãi cháy thân yêu,praise,neutral
nhất bài,neutral,neutral
cortisol low right,praise,neutral
không beat chuẩn ức chế thiệc,neutral,neutral
helo im india,neutral,neutral
số người nghe fb,neutral,neutral
tik tok đưa nghe bài hát như thế,neutral,neutral
listen make low cortisol,neutral,neutral
think japanes,neutral,neutral
không nghĩa không rộng lớn,neutral,neutral
a nghe jai khôngchúc anh phẫu thuật nhanh gọn lẹ rồi nhà nhe,praise,neutral
mình nghĩ đen vượt sơn tùng tuy chậm chắc,neutral,neutral
nghĩ thương a á chúc a luôn thuận lợi nhé,praise,neutral
tết lục nghe rồi xúc động cảm ơn đen,neutral,neutral
buýt nghe lần 2 tao gần khóc,neutral,neutral
đam,neutral,neutral
lowcortisol,neutral,neutral
nghe bài ấm bụng luôn á mn nổi hết da gà,neutral,neutral
thảo ngân,neutral,neutral
nghe bài cảm giác hân hoan lạ sắp tết rồi,neutral,neutral
đức phúc hát,neutral,neutral
nhà thôi mng ơi,neutral,neutral
đầu mv thấy hồ hoài anh thích rồi,praise,neutral
cảm động ạ,neutral,neutral
mình thích nhất 24,praise,neutral
mv tổng hợp,neutral,neutral
3 ngã 5 5 ngã 3,neutral,neutral
đêm nghe tuyệt vời,praise,neutral
tại nghe bài quyết định bỏ nhật việt nam,neutral,neutral
anh đưa em nha haha,neutral,neutral
10m gòi chú ơi,neutral,neutral
tui tin tình yêu lần nữa bài,praise,neutral
xem mv thích cp cát tường hồng hạnh luôn tui vô trang cá nhân xem dè cát tường người yêu mới rồi ấyhuhu,praise,neutral
năm sắp,neutral,neutral
tốp 1 thịnh hành,neutral,neutral
cài veiuw mãi không chán,neutral,neutral
chỉ mong năm nay dịch bệnh 3,neutral,neutral
anh ơi,neutral,neutral
ý nghĩa,neutral,neutral
nghe nghe không chan,neutral,neutral
nghe bài thấy thương mấy anh chị xa nhà,praise,neutral
trending vãi đái,neutral,neutral
phải công nhận mv xem mình thể khóc khóc hạnh phúc đẹp,praise,neutral
hà nội love top 1 trend come ya,praise,neutral
lao đời kiếm cơm,neutral,neutral
hết nhà,neutral,neutral
ngày cững nghe di vê nhà,neutral,neutral
tình yêu a luôn thầm lặng không nghĩa không rộng lớn,praise,neutral
reali gud 3,neutral,neutral
tạch môn nhà,neutral,neutral
mv đức phúc ý nghĩa ạ,neutral,neutral
dai tuong than thoai,neutral,neutral
2025 rồi,neutral,neutral
nghe bài thất tình không nghe buồn,neutral,neutral
tiktok giống mị không,neutral,neutral
bao giờ a hải phòng thế,neutral,neutral
nghe muốn tết đoàn viên lâu rồi mình chưa quê,neutral,neutral
nghiện bài rồi,praise,neutral
nhạc giờ tắt phố thức đèn đường hiu hắt chút mưa bay mi mắt rồi đưa em đêm nay giờ phố mấy đôi thầm nhỏ to tíu tít chạy rồi đưa em đêm nay tim em đau rồi chân em mỏi rồi đông rồi em mình thế thôi đêm nay thật dài em mệt nhoài sương rơi đêm lạnh đầy đưa em đêm nay take me back back home đường chẳng xa đưa em ba ngã năm năm ngã ba nhà take me back back home đường chẳng xa đêm khuya rồi không đưa em nhà take me back back home tia feat le thien hieu lalala lalala lalala đưa em lalala la lalala không đưa em let me take you home baby from nine to five tan ca thật mỏi mệt em biết đường tuyệt nhiên không khó lẽ sự cô đơn khiến đôi chân em mỏi oh em xa anh đưa nha đừng mình đường người không vội anh đợi dừng bao nhiêu lần đèn đỏ chỉ khiến anh vui thôi tim em đau rồi chân em mỏi rồi đông rồi em mình thế thôi đêm nay thật dài em mệt nhoài sương rơi đêm lạnh đầy đưa em đêm nay take me back back home đường chẳng xa đưa em ba ngã năm năm ngã ba nhà take me back back home đường chẳng xa đêm khuya rồi không đưa em nhà lalala lalala lalala đưa em lalala la lalala không đưa em phố ngoài nhớ em nơi biết bao lần nhạt dần chẳng đúng hẹn nơi em dừng chân oh babe đêm nay thật dài anh biết giờ em cảm thấy bước em thật mệt nhoài sương rơi đêm lạnh đầy em không để anh đưa em nhà đêm nay take me back back home đường chẳng xa đưa em ba ngã năm năm ngã ba nhà take me back back home đường chẳng xa đêm khuya rồi không đưa em nhà lalala lalala lalala đưa em lalala la lalala không đưa em,praise,neutral
tik tok 3,neutral,neutral
tks đenvâu mr cường and mr te,neutral,neutral
câu chữ luôn thấm,neutral,neutral
nghe mãi không thấy chán,neutral,neutral
sắp năm mới rồi,neutral,neutral
ráp đen không raper thể sánh bằng dễ nghe dễ hiểu cảm xúc càng nghe càng thấy ý nghĩa,neutral,neutral
pho 76 gren valey type beat,praise,neutral
sau nghe xong bài a e mong quê mình người thân gia đình em keo kiệt sống kiểu chỉ biết riêng mình e đành kh,neutral,neutral
top 1 trending rồi,neutral,neutral
nghe dần để đón tết 202 thôi,neutral,neutral
xem mv khóc ln á,neutral,neutral
blue archiv comun,neutral,neutral
10 triệu view 3,neutral,neutral
ý nghĩa,neutral,neutral
listen song cortisol level drop,neutral,neutral
random filipino vibe low cortisol atm,praise,neutral
đphúc,neutral,neutral
312 take back back home,neutral,neutral
2024 nghe vch,neutral,neutral
trân trọng cám ơn cún bảo bối erik klq ae khắc việt khắc hưng cứ sáng tác bài hit bài đấy nha,neutral,neutral
tân sinh viên mới đại học nghe bài khóc muốn nhà,neutral,neutral
nghe bài nhớ tết,neutral,neutral
bài hát,neutral,neutral
mọi người ơi vô cay anh,neutral,neutral
anh bơ ten đa,neutral,neutral
anh ơip,neutral,neutral
